"행정구역별","산업별",2021.1/2,2021.2/2,2022.1/2
"인천 옹진군","광·제조업(B,C)",0.2,0.3,0.3
"인천 옹진군","건설업 (F) ",0.7,0.8,0.7
"인천 옹진군","도소매·음식숙박업(G,I)",2.3,2.3,2.5
"인천 옹진군","전기·운수·통신·금융(D,H,J,K)",1.0,1.1,1.2
"인천 옹진군","사업·개인·공공서비스 및 기타(E,L~U)",5.7,5.6,5.8
"광주 동구","계",54.0,54.1,56.5
"광주 동구","농업, 임업 및 어업 (A)",0.4,0.3,0.7
"광주 동구","광·제조업(B,C)",4.2,4.0,4.1
"광주 동구","건설업 (F) ",5.2,5.1,6.4
"광주 동구","도소매·음식숙박업(G,I)",12.2,12.4,12.6
"광주 동구","전기·운수·통신·금융(D,H,J,K)",4.9,5.4,5.7
"광주 동구","사업·개인·공공서비스 및 기타(E,L~U)",27.2,26.8,27.0
"광주 서구","계",153.8,153.4,153.9
"광주 서구","농업, 임업 및 어업 (A)",4.7,4.3,4.5
"광주 서구","광·제조업(B,C)",15.7,14.5,14.3
"광주 서구","건설업 (F) ",14.3,16.0,15.2
"광주 서구","도소매·음식숙박업(G,I)",33.6,30.5,29.6
"광주 서구","전기·운수·통신·금융(D,H,J,K)",17.8,16.7,17.2
"광주 서구","사업·개인·공공서비스 및 기타(E,L~U)",67.6,71.3,73.1
"광주 남구","계",106.9,106.2,108.9
"광주 남구","농업, 임업 및 어업 (A)",3.1,3.1,2.8
"광주 남구","광·제조업(B,C)",7.4,7.4,7.7
"광주 남구","건설업 (F) ",10.4,9.4,9.5
"광주 남구","도소매·음식숙박업(G,I)",23.0,22.0,24.3
"광주 남구","전기·운수·통신·금융(D,H,J,K)",9.8,8.8,9.1
"광주 남구","사업·개인·공공서비스 및 기타(E,L~U)",53.1,55.4,55.4
"광주 북구","계",211.1,212.9,216.0
"광주 북구","농업, 임업 및 어업 (A)",2.4,2.3,1.9
"광주 북구","광·제조업(B,C)",25.4,25.9,25.8
"광주 북구","건설업 (F) ",22.6,22.3,24.2
"광주 북구","도소매·음식숙박업(G,I)",46.5,44.4,45.3
"광주 북구","전기·운수·통신·금융(D,H,J,K)",21.6,21.7,25.0
"광주 북구","사업·개인·공공서비스 및 기타(E,L~U)",92.6,96.2,93.8
"광주 광산구","계",212.8,217.1,211.6
"광주 광산구","농업, 임업 및 어업 (A)",8.2,8.2,7.0
"광주 광산구","광·제조업(B,C)",52.0,53.1,52.4
"광주 광산구","건설업 (F) ",22.2,22.0,20.2
"광주 광산구","도소매·음식숙박업(G,I)",37.9,39.1,39.0
"광주 광산구","전기·운수·통신·금융(D,H,J,K)",21.9,24.3,23.9
"광주 광산구","사업·개인·공공서비스 및 기타(E,L~U)",70.7,70.4,69.2
"대전 동구","계",106.4,112.5,111.1
"대전 동구","농업, 임업 및 어업 (A)",1.7,2.3,1.8
"대전 동구","광·제조업(B,C)",13.1,14.3,14.1
"대전 동구","건설업 (F) ",11.3,11.5,11.6
"대전 동구","도소매·음식숙박업(G,I)",24.1,26.9,25.6
"대전 동구","전기·운수·통신·금융(D,H,J,K)",14.6,14.8,14.9
"대전 동구","사업·개인·공공서비스 및 기타(E,L~U)",41.6,42.8,42.9
"대전 중구","계",114.6,117.6,116.4
"대전 중구","농업, 임업 및 어업 (A)",2.7,2.6,3.0
"대전 중구","광·제조업(B,C)",10.0,9.4,9.8
"대전 중구","건설업 (F) ",10.8,10.7,11.5
"대전 중구","도소매·음식숙박업(G,I)",23.4,23.3,22.7
"대전 중구","전기·운수·통신·금융(D,H,J,K)",13.8,12.4,13.5
"대전 중구","사업·개인·공공서비스 및 기타(E,L~U)",54.0,59.1,56.0
"대전 서구","계",242.2,247.7,240.9
"대전 서구","농업, 임업 및 어업 (A)",1.8,2.1,1.9
"대전 서구","광·제조업(B,C)",20.5,19.6,21.7
"대전 서구","건설업 (F) ",20.4,22.3,21.2
"대전 서구","도소매·음식숙박업(G,I)",46.3,47.8,43.9
"대전 서구","전기·운수·통신·금융(D,H,J,K)",33.2,34.1,33.0
"대전 서구","사업·개인·공공서비스 및 기타(E,L~U)",120.0,121.7,119.1
"대전 유성구","계",189.0,188.2,197.9
"대전 유성구","농업, 임업 및 어업 (A)",2.5,2.4,2.9
"대전 유성구","광·제조업(B,C)",26.7,25.4,27.0
"대전 유성구","건설업 (F) ",11.2,12.1,11.2
"대전 유성구","도소매·음식숙박업(G,I)",34.6,30.2,35.6
"대전 유성구","전기·운수·통신·금융(D,H,J,K)",17.8,19.1,20.6
"대전 유성구","사업·개인·공공서비스 및 기타(E,L~U)",96.2,99.0,100.6
"대전 대덕구","계",87.2,92.1,93.6
"대전 대덕구","농업, 임업 및 어업 (A)",0.9,1.2,1.1
"대전 대덕구","광·제조업(B,C)",15.7,15.6,16.2
"대전 대덕구","건설업 (F) ",8.2,10.0,9.8
"대전 대덕구","도소매·음식숙박업(G,I)",18.6,18.3,18.5
"대전 대덕구","전기·운수·통신·금융(D,H,J,K)",11.7,12.3,12.5
"대전 대덕구","사업·개인·공공서비스 및 기타(E,L~U)",32.0,34.8,35.4
"울산 중구","계",97.9,100.6,99.7
"울산 중구","농업, 임업 및 어업 (A)",0.7,0.7,0.5
"울산 중구","광·제조업(B,C)",28.4,27.0,26.6
"울산 중구","건설업 (F) ",7.9,6.7,9.0
"울산 중구","도소매·음식숙박업(G,I)",18.8,20.8,19.1
"울산 중구","전기·운수·통신·금융(D,H,J,K)",10.1,10.5,10.4
"울산 중구","사업·개인·공공서비스 및 기타(E,L~U)",32.0,34.8,34.0
"울산 남구","계",152.7,154.6,154.7
"울산 남구","농업, 임업 및 어업 (A)",0.7,0.9,0.6
"울산 남구","광·제조업(B,C)",41.3,39.6,38.9
"울산 남구","건설업 (F) ",13.4,14.4,15.1
"울산 남구","도소매·음식숙박업(G,I)",29.8,29.9,29.8
"울산 남구","전기·운수·통신·금융(D,H,J,K)",15.6,15.0,14.6
"울산 남구","사업·개인·공공서비스 및 기타(E,L~U)",51.9,54.7,55.5
"울산 동구","계",71.3,72.2,74.0
"울산 동구","농업, 임업 및 어업 (A)",0.3,0.4,0.5
"울산 동구","광·제조업(B,C)",31.8,32.0,33.2
"울산 동구","건설업 (F) ",3.8,3.7,4.1
"울산 동구","도소매·음식숙박업(G,I)",10.2,9.6,8.8
"울산 동구","전기·운수·통신·금융(D,H,J,K)",3.3,3.2,3.8
"울산 동구","사업·개인·공공서비스 및 기타(E,L~U)",21.8,23.3,23.6
"울산 북구","계",104.2,107.5,106.3
"울산 북구","농업, 임업 및 어업 (A)",1.1,1.4,1.6
"울산 북구","광·제조업(B,C)",45.2,46.9,45.7
"울산 북구","건설업 (F) ",6.5,5.7,5.6
"울산 북구","도소매·음식숙박업(G,I)",13.8,12.9,13.0
"울산 북구","전기·운수·통신·금융(D,H,J,K)",9.1,9.4,10.5
"울산 북구","사업·개인·공공서비스 및 기타(E,L~U)",28.5,31.1,30.0
"울산 울주군","계",110.9,117.4,115.6
"울산 울주군","농업, 임업 및 어업 (A)",4.5,5.6,4.9
"울산 울주군","광·제조업(B,C)",29.0,30.7,29.8
"울산 울주군","건설업 (F) ",9.5,11.3,11.3
"울산 울주군","도소매·음식숙박업(G,I)",20.0,19.5,20.2
"울산 울주군","전기·운수·통신·금융(D,H,J,K)",12.4,12.0,12.1
"울산 울주군","사업·개인·공공서비스 및 기타(E,L~U)",35.5,38.3,37.3
"수원시","계",608.5,631.5,641.5
"수원시","농업, 임업 및 어업 (A)",0.5,1.6,1.7
"수원시","광·제조업(B,C)",93.7,98.4,106.8
"수원시","건설업 (F) ",56.3,56.3,57.4
"수원시","도소매·음식숙박업(G,I)",105.1,116.0,119.2
"수원시","전기·운수·통신·금융(D,H,J,K)",78.9,71.0,76.8
"수원시","사업·개인·공공서비스 및 기타(E,L~U)",274.0,288.1,279.6
"성남시","계",471.4,485.0,482.7
"성남시","농업, 임업 및 어업 (A)",0.8,0.8,1.1
"성남시","광·제조업(B,C)",59.0,55.1,61.7
"성남시","건설업 (F) ",37.6,40.7,34.0
"성남시","도소매·음식숙박업(G,I)",102.0,99.0,98.6
"성남시","전기·운수·통신·금융(D,H,J,K)",75.3,90.7,83.5
"성남시","사업·개인·공공서비스 및 기타(E,L~U)",196.8,198.6,203.8
"의정부시","계",217.6,225.5,222.7
"의정부시","농업, 임업 및 어업 (A)",1.0,1.1,1.1
"의정부시","광·제조업(B,C)",28.9,27.7,26.4
"의정부시","건설업 (F) ",18.4,20.3,21.6
"의정부시","도소매·음식숙박업(G,I)",49.6,51.9,53.8
"의정부시","전기·운수·통신·금융(D,H,J,K)",30.7,32.4,32.4
"의정부시","사업·개인·공공서비스 및 기타(E,L~U)",89.0,92.1,87.4
"안양시","계",277.2,275.7,279.8
"안양시","농업, 임업 및 어업 (A)",0.2,0.2,0.4
"안양시","광·제조업(B,C)",38.8,38.6,39.7
"안양시","건설업 (F) ",15.3,16.0,17.7
"안양시","도소매·음식숙박업(G,I)",48.4,45.1,46.2
"안양시","전기·운수·통신·금융(D,H,J,K)",42.8,42.7,44.9
"안양시","사업·개인·공공서비스 및 기타(E,L~U)",131.6,133.1,130.8
"부천시","계",427.2,422.8,429.3
"부천시","농업, 임업 및 어업 (A)",0.5,-,-
"부천시","광·제조업(B,C)",91.9,85.7,86.1
"부천시","건설업 (F) ",39.0,41.3,36.9
"부천시","도소매·음식숙박업(G,I)",77.4,75.8,78.1
"부천시","전기·운수·통신·금융(D,H,J,K)",59.6,60.3,62.5
"부천시","사업·개인·공공서비스 및 기타(E,L~U)",158.9,159.7,165.7
"광명시","계",142.2,145.7,144.0
"광명시","농업, 임업 및 어업 (A)",1.8,1.9,1.6
"광명시","광·제조업(B,C)",20.5,19.9,20.2
"광명시","건설업 (F) ",11.2,11.3,10.4
"광명시","도소매·음식숙박업(G,I)",29.0,27.4,28.7
"광명시","전기·운수·통신·금융(D,H,J,K)",22.5,23.5,22.7
"광명시","사업·개인·공공서비스 및 기타(E,L~U)",57.3,61.6,60.5
"평택시","계",286.0,295.1,317.0
"평택시","농업, 임업 및 어업 (A)",7.4,7.6,7.8
"평택시","광·제조업(B,C)",81.9,83.0,88.4
"평택시","건설업 (F) ",39.0,35.8,41.9
"평택시","도소매·음식숙박업(G,I)",45.8,47.3,53.9
"평택시","전기·운수·통신·금융(D,H,J,K)",27.6,26.2,24.9
"평택시","사업·개인·공공서비스 및 기타(E,L~U)",84.2,95.2,100.2
"동두천시","계",43.4,46.7,46.9
"동두천시","농업, 임업 및 어업 (A)",0.2,0.4,0.4
"동두천시","광·제조업(B,C)",8.5,8.7,8.9
"동두천시","건설업 (F) ",3.2,3.5,4.0
"동두천시","도소매·음식숙박업(G,I)",9.5,9.5,9.4
"동두천시","전기·운수·통신·금융(D,H,J,K)",4.6,4.9,4.6
"동두천시","사업·개인·공공서비스 및 기타(E,L~U)",17.5,19.7,19.7
"안산시","계",365.7,374.0,387.8
"안산시","농업, 임업 및 어업 (A)",1.0,1.3,1.9
"안산시","광·제조업(B,C)",111.7,114.1,125.1
"안산시","건설업 (F) ",24.9,26.2,37.2
"안산시","도소매·음식숙박업(G,I)",75.1,64.2,67.5
"안산시","전기·운수·통신·금융(D,H,J,K)",40.6,42.3,40.9
"안산시","사업·개인·공공서비스 및 기타(E,L~U)",112.5,125.9,115.3
"고양시","계",523.0,545.7,555.0
"고양시","농업, 임업 및 어업 (A)",3.1,2.3,2.6
"고양시","광·제조업(B,C)",48.1,49.9,47.5
"고양시","건설업 (F) ",26.8,33.1,32.4
"고양시","도소매·음식숙박업(G,I)",130.2,128.9,136.8
"고양시","전기·운수·통신·금융(D,H,J,K)",90.0,91.1,90.2
"고양시","사업·개인·공공서비스 및 기타(E,L~U)",224.8,240.4,245.6
"과천시","계",29.8,31.7,37.0
"과천시","농업, 임업 및 어업 (A)",0.1,0.1,0.0
"과천시","광·제조업(B,C)",2.8,2.1,2.8
"과천시","건설업 (F) ",1.3,1.2,1.5
"과천시","도소매·음식숙박업(G,I)",5.3,6.2,7.3
"과천시","전기·운수·통신·금융(D,H,J,K)",5.2,5.5,7.0
"과천시","사업·개인·공공서비스 및 기타(E,L~U)",15.1,16.6,18.3
"구리시","계",97.3,96.4,98.5
"구리시","농업, 임업 및 어업 (A)",0.2,0.1,0.1
"구리시","광·제조업(B,C)",10.3,9.6,9.5
"구리시","건설업 (F) ",9.1,8.2,7.8
"구리시","도소매·음식숙박업(G,I)",22.0,22.9,23.7
"구리시","전기·운수·통신·금융(D,H,J,K)",15.3,15.8,16.4
"구리시","사업·개인·공공서비스 및 기타(E,L~U)",40.3,39.7,40.9
"남양주시","계",326.2,342.0,341.2
"남양주시","농업, 임업 및 어업 (A)",1.4,1.4,2.3
"남양주시","광·제조업(B,C)",38.4,41.2,41.9
"남양주시","건설업 (F) ",23.8,25.0,25.8
"남양주시","도소매·음식숙박업(G,I)",73.4,81.0,80.2
"남양주시","전기·운수·통신·금융(D,H,J,K)",43.1,46.6,46.8
"남양주시","사업·개인·공공서비스 및 기타(E,L~U)",146.0,146.7,144.3
"오산시","계",126.0,126.7,128.3
"오산시","농업, 임업 및 어업 (A)",1.6,1.7,1.1
"오산시","광·제조업(B,C)",43.4,43.4,43.8
"오산시","건설업 (F) ",8.9,9.2,11.1
"오산시","도소매·음식숙박업(G,I)",16.2,16.2,17.7
"오산시","전기·운수·통신·금융(D,H,J,K)",11.3,11.7,12.2
"오산시","사업·개인·공공서비스 및 기타(E,L~U)",44.6,44.5,42.5
"시흥시","계",279.4,291.5,301.3
"시흥시","농업, 임업 및 어업 (A)",2.2,2.8,2.8
"시흥시","광·제조업(B,C)",105.4,106.1,107.0
"시흥시","건설업 (F) ",28.0,29.0,33.1
"시흥시","도소매·음식숙박업(G,I)",47.0,51.5,50.1
"시흥시","전기·운수·통신·금융(D,H,J,K)",20.6,23.6,24.3
"시흥시","사업·개인·공공서비스 및 기타(E,L~U)",76.3,78.5,84.0
"군포시","계",136.0,140.8,141.3
"군포시","농업, 임업 및 어업 (A)",0.7,0.3,0.3
"군포시","광·제조업(B,C)",27.5,25.4,25.2
"군포시","건설업 (F) ",9.8,10.5,10.3
"군포시","도소매·음식숙박업(G,I)",22.2,23.5,24.6
"군포시","전기·운수·통신·금융(D,H,J,K)",18.7,19.1,19.1
"군포시","사업·개인·공공서비스 및 기타(E,L~U)",57.0,62.0,61.8
"의왕시","계",80.7,83.1,82.1
"의왕시","농업, 임업 및 어업 (A)",0.2,0.2,0.2
"의왕시","광·제조업(B,C)",12.7,13.2,11.9
"의왕시","건설업 (F) ",5.1,4.8,4.9
"의왕시","도소매·음식숙박업(G,I)",15.0,16.5,16.0
"의왕시","전기·운수·통신·금융(D,H,J,K)",13.4,13.3,13.8
"의왕시","사업·개인·공공서비스 및 기타(E,L~U)",34.4,35.2,35.2
"하남시","계",154.5,161.3,171.9
"하남시","농업, 임업 및 어업 (A)",1.8,1.7,1.9
"하남시","광·제조업(B,C)",15.7,16.6,16.4
"하남시","건설업 (F) ",12.3,12.9,14.0
"하남시","도소매·음식숙박업(G,I)",44.1,47.9,49.7
"하남시","전기·운수·통신·금융(D,H,J,K)",20.8,21.8,24.3
"하남시","사업·개인·공공서비스 및 기타(E,L~U)",59.8,60.4,65.5
"용인시","계",511.7,524.0,532.4
"용인시","농업, 임업 및 어업 (A)",4.2,3.5,5.6
"용인시","광·제조업(B,C)",76.9,70.5,77.9
"용인시","건설업 (F) ",28.2,30.9,36.5
"용인시","도소매·음식숙박업(G,I)",104.0,104.9,101.7
"용인시","전기·운수·통신·금융(D,H,J,K)",92.2,97.1,94.9
"용인시","사업·개인·공공서비스 및 기타(E,L~U)",206.2,217.1,215.9
"파주시","계",231.4,241.4,252.0
"파주시","농업, 임업 및 어업 (A)",8.8,7.1,6.8
"파주시","광·제조업(B,C)",50.3,52.6,53.0
"파주시","건설업 (F) ",18.1,18.4,19.6
"파주시","도소매·음식숙박업(G,I)",42.9,46.9,49.5
"파주시","전기·운수·통신·금융(D,H,J,K)",29.6,33.2,38.0
"파주시","사업·개인·공공서비스 및 기타(E,L~U)",81.8,83.3,85.2
"이천시","계",127.0,135.6,135.5
"이천시","농업, 임업 및 어업 (A)",12.2,14.3,13.7
"이천시","광·제조업(B,C)",30.3,30.6,30.3
"이천시","건설업 (F) ",6.8,8.0,9.3
"이천시","도소매·음식숙박업(G,I)",17.2,18.9,18.1
"이천시","전기·운수·통신·금융(D,H,J,K)",16.3,17.2,16.5
"이천시","사업·개인·공공서비스 및 기타(E,L~U)",44.2,46.7,47.6
"안성시","계",112.9,116.3,117.7
"안성시","농업, 임업 및 어업 (A)",10.8,9.8,10.0
"안성시","광·제조업(B,C)",31.0,30.2,31.5
"안성시","건설업 (F) ",7.4,8.3,8.4
"안성시","도소매·음식숙박업(G,I)",18.0,18.6,17.5
"안성시","전기·운수·통신·금융(D,H,J,K)",12.1,13.2,13.8
"안성시","사업·개인·공공서비스 및 기타(E,L~U)",33.7,36.1,36.5
"김포시","계",237.5,248.9,254.9
"김포시","농업, 임업 및 어업 (A)",10.5,9.7,8.8
"김포시","광·제조업(B,C)",42.1,43.2,41.3
"김포시","건설업 (F) ",11.5,12.8,13.8
"김포시","도소매·음식숙박업(G,I)",42.0,45.5,46.7
"김포시","전기·운수·통신·금융(D,H,J,K)",36.1,39.9,42.1
"김포시","사업·개인·공공서비스 및 기타(E,L~U)",95.2,97.9,102.2
"화성시","계",473.3,490.7,498.3
"화성시","농업, 임업 및 어업 (A)",27.9,28.1,24.7
"화성시","광·제조업(B,C)",163.7,166.2,165.0
"화성시","건설업 (F) ",26.2,25.4,29.2
"화성시","도소매·음식숙박업(G,I)",64.8,70.4,72.3
"화성시","전기·운수·통신·금융(D,H,J,K)",41.9,44.7,44.4
"화성시","사업·개인·공공서비스 및 기타(E,L~U)",148.9,155.8,162.6
"광주시","계",201.6,210.7,214.2
"광주시","농업, 임업 및 어업 (A)",1.3,2.0,1.5
"광주시","광·제조업(B,C)",46.4,43.6,45.9
"광주시","건설업 (F) ",12.8,16.2,15.6
"광주시","도소매·음식숙박업(G,I)",44.2,42.1,42.3
"광주시","전기·운수·통신·금융(D,H,J,K)",28.1,33.9,33.9
"광주시","사업·개인·공공서비스 및 기타(E,L~U)",68.8,72.8,74.9
"양주시","계",112.5,115.6,115.9
"양주시","농업, 임업 및 어업 (A)",3.6,4.2,4.1
"양주시","광·제조업(B,C)",24.2,22.8,23.9
"양주시","건설업 (F) ",8.7,8.7,9.4
"양주시","도소매·음식숙박업(G,I)",25.0,24.9,24.1
"양주시","전기·운수·통신·금융(D,H,J,K)",11.7,12.4,13.0
"양주시","사업·개인·공공서비스 및 기타(E,L~U)",39.3,42.7,41.5
"포천시","계",84.8,88.0,90.0
"포천시","농업, 임업 및 어업 (A)",9.8,12.4,12.5
"포천시","광·제조업(B,C)",24.6,25.5,26.9
"포천시","건설업 (F) ",5.9,5.9,5.9
"포천시","도소매·음식숙박업(G,I)",16.1,15.8,17.2
"포천시","전기·운수·통신·금융(D,H,J,K)",5.5,5.4,4.7
"포천시","사업·개인·공공서비스 및 기타(E,L~U)",22.9,23.0,22.9
"여주시","계",62.5,63.4,63.6
"여주시","농업, 임업 및 어업 (A)",12.4,12.6,10.9
"여주시","광·제조업(B,C)",7.9,7.6,7.7
"여주시","건설업 (F) ",4.1,4.4,5.1
"여주시","도소매·음식숙박업(G,I)",8.5,7.7,7.9
"여주시","전기·운수·통신·금융(D,H,J,K)",6.3,6.6,6.5
"여주시","사업·개인·공공서비스 및 기타(E,L~U)",23.4,24.6,25.5
"연천군","계",22.3,22.1,21.7
"연천군","농업, 임업 및 어업 (A)",5.5,5.6,5.5
"연천군","광·제조업(B,C)",2.4,2.0,2.0
"연천군","건설업 (F) ",2.1,1.9,1.7
"연천군","도소매·음식숙박업(G,I)",3.5,3.1,3.1
"연천군","전기·운수·통신·금융(D,H,J,K)",1.7,1.6,1.7
"연천군","사업·개인·공공서비스 및 기타(E,L~U)",7.1,7.8,7.6
"가평군","계",31.9,32.2,32.5
"가평군","농업, 임업 및 어업 (A)",4.1,4.3,4.3
"가평군","광·제조업(B,C)",1.9,2.0,2.0
"가평군","건설업 (F) ",2.3,2.4,2.4
"가평군","도소매·음식숙박업(G,I)",10.5,10.5,10.0
"가평군","전기·운수·통신·금융(D,H,J,K)",1.6,1.6,1.7
"가평군","사업·개인·공공서비스 및 기타(E,L~U)",11.5,11.4,12.2
"양평군","계",60.5,61.0,63.3
"양평군","농업, 임업 및 어업 (A)",11.8,11.4,11.3
"양평군","광·제조업(B,C)",3.6,3.7,3.9
"양평군","건설업 (F) ",4.9,5.1,5.9
"양평군","도소매·음식숙박업(G,I)",11.8,11.8,12.0
"양평군","전기·운수·통신·금융(D,H,J,K)",4.3,4.2,4.5
"양평군","사업·개인·공공서비스 및 기타(E,L~U)",24.1,24.8,25.8
"춘천시","계",142.6,147.1,147.9
"춘천시","농업, 임업 및 어업 (A)",5.7,6.0,6.0
"춘천시","광·제조업(B,C)",7.9,8.4,8.7
"춘천시","건설업 (F) ",15.0,15.3,13.5
"춘천시","도소매·음식숙박업(G,I)",30.3,31.1,32.1
"춘천시","전기·운수·통신·금융(D,H,J,K)",15.5,16.1,16.1
"춘천시","사업·개인·공공서비스 및 기타(E,L~U)",68.2,70.1,71.5
"원주시","계",182.7,185.3,185.1
"원주시","농업, 임업 및 어업 (A)",12.4,12.6,13.0
"원주시","광·제조업(B,C)",17.5,18.4,18.2
"원주시","건설업 (F) ",17.1,17.9,17.5
"원주시","도소매·음식숙박업(G,I)",42.6,43.8,42.8
"원주시","전기·운수·통신·금융(D,H,J,K)",21.5,21.2,20.6
"원주시","사업·개인·공공서비스 및 기타(E,L~U)",71.7,71.4,73.0
"강릉시","계",112.8,118.1,118.7
"강릉시","농업, 임업 및 어업 (A)",9.5,10.3,10.3
"강릉시","광·제조업(B,C)",8.6,9.4,9.2
"강릉시","건설업 (F) ",12.5,13.2,12.2
"강릉시","도소매·음식숙박업(G,I)",27.1,26.9,27.7
"강릉시","전기·운수·통신·금융(D,H,J,K)",10.1,10.1,11.4
"강릉시","사업·개인·공공서비스 및 기타(E,L~U)",45.0,48.1,48.0
"동해시","계",44.4,45.9,45.1
"동해시","농업, 임업 및 어업 (A)",3.5,3.8,3.9
"동해시","광·제조업(B,C)",3.4,2.9,3.1
"동해시","건설업 (F) ",4.7,5.3,5.4
"동해시","도소매·음식숙박업(G,I)",9.1,9.5,9.3
"동해시","전기·운수·통신·금융(D,H,J,K)",4.2,3.7,3.5
"동해시","사업·개인·공공서비스 및 기타(E,L~U)",19.6,20.6,20.0
"태백시","계",22.1,22.2,21.6
"태백시","농업, 임업 및 어업 (A)",0.5,0.6,0.7
"태백시","광·제조업(B,C)",2.3,2.3,2.2
"태백시","건설업 (F) ",1.4,1.5,1.5
"태백시","도소매·음식숙박업(G,I)",3.8,3.6,3.6
"태백시","전기·운수·통신·금융(D,H,J,K)",1.6,1.5,1.4
"태백시","사업·개인·공공서비스 및 기타(E,L~U)",12.4,12.6,12.3
"속초시","계",41.3,41.9,42.8
"속초시","농업, 임업 및 어업 (A)",1.8,1.8,1.7
"속초시","광·제조업(B,C)",2.3,2.2,2.3
"속초시","건설업 (F) ",3.3,3.5,3.1
"속초시","도소매·음식숙박업(G,I)",14.5,14.6,14.7
"속초시","전기·운수·통신·금융(D,H,J,K)",3.1,3.0,3.0
"속초시","사업·개인·공공서비스 및 기타(E,L~U)",16.2,16.8,18.0
"삼척시","계",34.2,34.9,35.4
"삼척시","농업, 임업 및 어업 (A)",3.0,3.3,3.5
"삼척시","광·제조업(B,C)",2.8,2.6,2.7
"삼척시","건설업 (F) ",3.0,3.1,3.9
"삼척시","도소매·음식숙박업(G,I)",6.1,6.1,6.4
"삼척시","전기·운수·통신·금융(D,H,J,K)",2.9,2.6,2.2
"삼척시","사업·개인·공공서비스 및 기타(E,L~U)",16.4,17.3,16.7
"홍천군","계",39.9,40.4,40.3
"홍천군","농업, 임업 및 어업 (A)",11.3,11.6,11.5
"홍천군","광·제조업(B,C)",2.7,2.3,2.5
"홍천군","건설업 (F) ",3.1,2.9,2.5
"홍천군","도소매·음식숙박업(G,I)",6.9,7.2,7.5
"홍천군","전기·운수·통신·금융(D,H,J,K)",1.8,1.9,1.9
"홍천군","사업·개인·공공서비스 및 기타(E,L~U)",14.0,14.5,14.4
"횡성군","계",25.9,26.2,26.5
"횡성군","농업, 임업 및 어업 (A)",8.9,9.2,9.3
"횡성군","광·제조업(B,C)",3.0,2.7,2.5
"횡성군","건설업 (F) ",1.3,1.3,1.1
"횡성군","도소매·음식숙박업(G,I)",3.6,4.0,4.2
"횡성군","전기·운수·통신·금융(D,H,J,K)",1.3,1.2,1.1
"횡성군","사업·개인·공공서비스 및 기타(E,L~U)",7.8,7.9,8.3
"영월군","계",21.5,21.4,21.6
"영월군","농업, 임업 및 어업 (A)",5.6,5.5,5.4
"영월군","광·제조업(B,C)",1.5,1.4,1.4
"영월군","건설업 (F) ",1.3,1.3,1.5
"영월군","도소매·음식숙박업(G,I)",3.5,3.7,3.5
"영월군","전기·운수·통신·금융(D,H,J,K)",0.8,0.7,0.8
"영월군","사업·개인·공공서비스 및 기타(E,L~U)",8.9,8.6,9.1
"평창군","계",24.9,25.4,26.1
"평창군","농업, 임업 및 어업 (A)",8.3,8.3,8.5
"평창군","광·제조업(B,C)",1.1,1.0,1.0
"평창군","건설업 (F) ",1.6,1.6,1.7
"평창군","도소매·음식숙박업(G,I)",4.2,4.6,4.5
"평창군","전기·운수·통신·금융(D,H,J,K)",1.6,1.6,1.6
"평창군","사업·개인·공공서비스 및 기타(E,L~U)",8.3,8.3,8.7
"정선군","계",21.2,21.5,21.3
"정선군","농업, 임업 및 어업 (A)",3.5,3.6,3.3
"정선군","광·제조업(B,C)",1.3,1.4,1.4
"정선군","건설업 (F) ",1.5,1.5,1.3
"정선군","도소매·음식숙박업(G,I)",4.1,4.0,4.1
"정선군","전기·운수·통신·금융(D,H,J,K)",1.0,1.0,1.1
"정선군","사업·개인·공공서비스 및 기타(E,L~U)",9.8,10.0,10.1
"철원군","계",21.1,21.5,21.4
"철원군","농업, 임업 및 어업 (A)",6.4,6.4,6.1
"철원군","광·제조업(B,C)",1.0,1.0,1.2
"철원군","건설업 (F) ",1.8,1.5,1.3
"철원군","도소매·음식숙박업(G,I)",4.5,4.6,4.7
"철원군","전기·운수·통신·금융(D,H,J,K)",0.9,0.8,0.9
"철원군","사업·개인·공공서비스 및 기타(E,L~U)",6.5,7.2,7.1
"화천군","계",12.1,12.2,12.3
"화천군","농업, 임업 및 어업 (A)",2.9,2.8,2.8
"화천군","광·제조업(B,C)",0.3,0.3,0.3
"화천군","건설업 (F) ",0.4,0.4,0.5
"화천군","도소매·음식숙박업(G,I)",2.1,2.2,2.2
"화천군","전기·운수·통신·금융(D,H,J,K)",0.7,0.7,0.6
"화천군","사업·개인·공공서비스 및 기타(E,L~U)",5.6,5.7,5.8
"양구군","계",11.5,11.5,11.2
"양구군","농업, 임업 및 어업 (A)",3.3,3.2,3.2
"양구군","광·제조업(B,C)",0.3,0.4,0.3
"양구군","건설업 (F) ",0.5,0.6,0.6
"양구군","도소매·음식숙박업(G,I)",2.1,2.0,2.0
"양구군","전기·운수·통신·금융(D,H,J,K)",0.5,0.5,0.6
"양구군","사업·개인·공공서비스 및 기타(E,L~U)",4.8,4.7,4.5
"인제군","계",16.6,16.8,16.7
"인제군","농업, 임업 및 어업 (A)",3.3,3.2,3.2
"인제군","광·제조업(B,C)",1.0,1.0,1.0
"인제군","건설업 (F) ",1.7,1.7,1.6
"인제군","도소매·음식숙박업(G,I)",3.3,3.1,3.1
