"행정구역별","산업별",2021.1/2,2021.2/2,2022.1/2
"인제군","전기·운수·통신·금융(D,H,J,K)",0.8,0.9,0.9
"인제군","사업·개인·공공서비스 및 기타(E,L~U)",6.5,6.9,6.9
"고성군","계",16.4,17.4,17.4
"고성군","농업, 임업 및 어업 (A)",3.8,4.0,4.1
"고성군","광·제조업(B,C)",0.7,0.8,1.2
"고성군","건설업 (F) ",1.4,1.2,1.2
"고성군","도소매·음식숙박업(G,I)",3.8,4.4,4.1
"고성군","전기·운수·통신·금융(D,H,J,K)",0.5,0.5,0.5
"고성군","사업·개인·공공서비스 및 기타(E,L~U)",6.0,6.5,6.2
"양양군","계",16.2,17.2,16.9
"양양군","농업, 임업 및 어업 (A)",4.0,4.4,4.0
"양양군","광·제조업(B,C)",0.8,0.8,0.7
"양양군","건설업 (F) ",1.2,1.4,1.4
"양양군","도소매·음식숙박업(G,I)",4.1,4.4,4.6
"양양군","전기·운수·통신·금융(D,H,J,K)",0.9,0.9,1.0
"양양군","사업·개인·공공서비스 및 기타(E,L~U)",5.2,5.3,5.2
"청주시","계",443.4,456.4,466.7
"청주시","농업, 임업 및 어업 (A)",14.4,12.7,15.3
"청주시","광·제조업(B,C)",106.9,105.6,106.4
"청주시","건설업 (F) ",36.3,37.9,39.9
"청주시","도소매·음식숙박업(G,I)",73.2,78.3,77.2
"청주시","전기·운수·통신·금융(D,H,J,K)",35.7,37.8,41.4
"청주시","사업·개인·공공서비스 및 기타(E,L~U)",177.0,184.1,186.6
"충주시","계",117.4,120.7,121.9
"충주시","농업, 임업 및 어업 (A)",18.7,19.4,18.5
"충주시","광·제조업(B,C)",21.1,19.3,21.1
"충주시","건설업 (F) ",9.0,9.4,10.0
"충주시","도소매·음식숙박업(G,I)",21.0,21.5,21.1
"충주시","전기·운수·통신·금융(D,H,J,K)",7.8,8.9,8.1
"충주시","사업·개인·공공서비스 및 기타(E,L~U)",39.9,42.2,43.1
"제천시","계",70.9,71.5,71.6
"제천시","농업, 임업 및 어업 (A)",9.2,9.7,9.8
"제천시","광·제조업(B,C)",11.2,10.8,11.0
"제천시","건설업 (F) ",5.4,5.8,5.8
"제천시","도소매·음식숙박업(G,I)",12.3,12.6,12.4
"제천시","전기·운수·통신·금융(D,H,J,K)",7.8,7.4,7.3
"제천시","사업·개인·공공서비스 및 기타(E,L~U)",25.1,25.0,25.3
"보은군","계",19.7,19.3,19.1
"보은군","농업, 임업 및 어업 (A)",8.6,7.9,8.1
"보은군","광·제조업(B,C)",2.0,2.2,2.2
"보은군","건설업 (F) ",1.2,1.2,0.9
"보은군","도소매·음식숙박업(G,I)",2.5,2.4,2.3
"보은군","전기·운수·통신·금융(D,H,J,K)",0.6,0.7,0.7
"보은군","사업·개인·공공서비스 및 기타(E,L~U)",4.9,5.0,4.8
"옥천군","계",27.7,27.7,28.8
"옥천군","농업, 임업 및 어업 (A)",8.1,8.2,8.8
"옥천군","광·제조업(B,C)",4.3,4.1,4.3
"옥천군","건설업 (F) ",1.2,1.4,1.5
"옥천군","도소매·음식숙박업(G,I)",3.4,3.3,3.3
"옥천군","전기·운수·통신·금융(D,H,J,K)",1.9,1.8,2.1
"옥천군","사업·개인·공공서비스 및 기타(E,L~U)",8.7,8.9,8.9
"영동군","계",26.9,25.8,26.9
"영동군","농업, 임업 및 어업 (A)",11.3,11.6,12.0
"영동군","광·제조업(B,C)",2.0,1.9,1.9
"영동군","건설업 (F) ",1.3,1.4,1.5
"영동군","도소매·음식숙박업(G,I)",3.0,2.7,2.6
"영동군","전기·운수·통신·금융(D,H,J,K)",1.4,1.3,1.3
"영동군","사업·개인·공공서비스 및 기타(E,L~U)",7.8,7.0,7.4
"진천군","계",54.4,56.1,56.6
"진천군","농업, 임업 및 어업 (A)",8.4,8.7,9.2
"진천군","광·제조업(B,C)",21.4,22.0,21.7
"진천군","건설업 (F) ",2.4,2.3,2.8
"진천군","도소매·음식숙박업(G,I)",5.4,5.1,5.2
"진천군","전기·운수·통신·금융(D,H,J,K)",4.0,4.4,4.4
"진천군","사업·개인·공공서비스 및 기타(E,L~U)",12.7,13.5,13.4
"괴산군","계",24.5,24.1,24.1
"괴산군","농업, 임업 및 어업 (A)",10.8,11.0,11.4
"괴산군","광·제조업(B,C)",2.8,2.7,2.6
"괴산군","건설업 (F) ",1.1,1.0,1.0
"괴산군","도소매·음식숙박업(G,I)",3.9,3.3,3.3
"괴산군","전기·운수·통신·금융(D,H,J,K)",1.2,1.1,0.9
"괴산군","사업·개인·공공서비스 및 기타(E,L~U)",4.7,5.1,4.9
"음성군","계",62.1,62.2,61.7
"음성군","농업, 임업 및 어업 (A)",13.1,12.6,12.9
"음성군","광·제조업(B,C)",20.9,21.1,20.3
"음성군","건설업 (F) ",2.7,2.5,2.6
"음성군","도소매·음식숙박업(G,I)",7.1,7.6,8.1
"음성군","전기·운수·통신·금융(D,H,J,K)",3.8,3.2,2.7
"음성군","사업·개인·공공서비스 및 기타(E,L~U)",14.5,15.2,15.2
"단양군","계",15.6,16.2,16.0
"단양군","농업, 임업 및 어업 (A)",3.9,4.3,4.2
"단양군","광·제조업(B,C)",1.5,1.5,1.5
"단양군","건설업 (F) ",1.1,1.1,1.2
"단양군","도소매·음식숙박업(G,I)",2.6,2.7,2.8
"단양군","전기·운수·통신·금융(D,H,J,K)",0.8,0.7,0.8
"단양군","사업·개인·공공서비스 및 기타(E,L~U)",5.8,5.9,5.6
"증평군","계",20.1,20.5,20.8
"증평군","농업, 임업 및 어업 (A)",2.1,1.9,1.7
"증평군","광·제조업(B,C)",5.1,4.9,5.3
"증평군","건설업 (F) ",1.3,1.5,1.6
"증평군","도소매·음식숙박업(G,I)",3.1,3.1,3.1
"증평군","전기·운수·통신·금융(D,H,J,K)",1.4,1.4,1.4
"증평군","사업·개인·공공서비스 및 기타(E,L~U)",7.3,7.7,7.8
"천안시","계",371.2,377.7,378.4
"천안시","농업, 임업 및 어업 (A)",15.9,15.4,15.8
"천안시","광·제조업(B,C)",107.7,105.3,101.4
"천안시","건설업 (F) ",18.1,22.2,21.2
"천안시","도소매·음식숙박업(G,I)",66.4,65.9,66.6
"천안시","전기·운수·통신·금융(D,H,J,K)",34.7,38.7,36.2
"천안시","사업·개인·공공서비스 및 기타(E,L~U)",128.4,130.2,137.2
"공주시","계",59.9,60.8,61.4
"공주시","농업, 임업 및 어업 (A)",17.6,17.4,18.6
"공주시","광·제조업(B,C)",7.1,7.5,7.8
"공주시","건설업 (F) ",4.1,4.4,4.1
"공주시","도소매·음식숙박업(G,I)",8.2,7.6,6.9
"공주시","전기·운수·통신·금융(D,H,J,K)",3.4,3.8,3.7
"공주시","사업·개인·공공서비스 및 기타(E,L~U)",19.5,20.2,20.2
"보령시","계",54.7,55.2,59.0
"보령시","농업, 임업 및 어업 (A)",11.6,11.2,12.5
"보령시","광·제조업(B,C)",6.1,6.8,6.4
"보령시","건설업 (F) ",4.3,4.2,5.0
"보령시","도소매·음식숙박업(G,I)",10.8,10.7,11.2
"보령시","전기·운수·통신·금융(D,H,J,K)",4.8,5.0,5.0
"보령시","사업·개인·공공서비스 및 기타(E,L~U)",17.0,17.3,18.8
"아산시","계",184.4,185.6,193.1
"아산시","농업, 임업 및 어업 (A)",12.5,12.7,12.1
"아산시","광·제조업(B,C)",62.4,60.8,63.3
"아산시","건설업 (F) ",11.8,12.6,14.0
"아산시","도소매·음식숙박업(G,I)",25.7,25.9,24.8
"아산시","전기·운수·통신·금융(D,H,J,K)",12.8,13.0,15.2
"아산시","사업·개인·공공서비스 및 기타(E,L~U)",59.2,60.6,63.7
"서산시","계",100.9,102.5,102.7
"서산시","농업, 임업 및 어업 (A)",23.0,23.6,23.0
"서산시","광·제조업(B,C)",21.2,21.8,22.0
"서산시","건설업 (F) ",8.9,8.3,8.7
"서산시","도소매·음식숙박업(G,I)",13.8,14.7,14.3
"서산시","전기·운수·통신·금융(D,H,J,K)",6.5,6.1,6.2
"서산시","사업·개인·공공서비스 및 기타(E,L~U)",27.5,28.1,28.5
"논산시","계",65.0,66.7,65.7
"논산시","농업, 임업 및 어업 (A)",20.1,21.0,20.4
"논산시","광·제조업(B,C)",8.1,8.9,9.3
"논산시","건설업 (F) ",3.7,3.4,4.0
"논산시","도소매·음식숙박업(G,I)",10.7,11.1,10.0
"논산시","전기·운수·통신·금융(D,H,J,K)",3.6,3.5,3.4
"논산시","사업·개인·공공서비스 및 기타(E,L~U)",18.7,18.8,18.6
"계룡시","계",18.1,18.1,18.0
"계룡시","농업, 임업 및 어업 (A)",0.6,0.6,0.6
"계룡시","광·제조업(B,C)",1.7,1.7,1.5
"계룡시","건설업 (F) ",1.0,1.0,1.0
"계룡시","도소매·음식숙박업(G,I)",3.9,3.5,3.8
"계룡시","전기·운수·통신·금융(D,H,J,K)",1.4,1.6,1.4
"계룡시","사업·개인·공공서비스 및 기타(E,L~U)",9.6,9.7,9.7
"당진시","계",98.3,98.9,100.0
"당진시","농업, 임업 및 어업 (A)",22.6,22.6,22.7
"당진시","광·제조업(B,C)",24.4,25.1,26.8
"당진시","건설업 (F) ",9.7,9.0,8.9
"당진시","도소매·음식숙박업(G,I)",10.8,10.5,10.9
"당진시","전기·운수·통신·금융(D,H,J,K)",8.0,8.2,7.3
"당진시","사업·개인·공공서비스 및 기타(E,L~U)",22.9,23.5,23.3
"금산군","계",32.3,32.6,31.6
"금산군","농업, 임업 및 어업 (A)",11.5,11.5,11.2
"금산군","광·제조업(B,C)",5.0,4.4,4.5
"금산군","건설업 (F) ",1.7,1.3,1.6
"금산군","도소매·음식숙박업(G,I)",5.6,6.0,5.7
"금산군","전기·운수·통신·금융(D,H,J,K)",1.4,1.7,1.5
"금산군","사업·개인·공공서비스 및 기타(E,L~U)",7.2,7.8,7.1
"부여군","계",38.0,37.8,38.4
"부여군","농업, 임업 및 어업 (A)",17.7,17.1,17.8
"부여군","광·제조업(B,C)",2.2,2.4,2.6
"부여군","건설업 (F) ",1.9,2.0,2.2
"부여군","도소매·음식숙박업(G,I)",4.8,4.7,4.6
"부여군","전기·운수·통신·금융(D,H,J,K)",1.4,1.3,1.2
"부여군","사업·개인·공공서비스 및 기타(E,L~U)",10.0,10.4,10.1
"서천군","계",30.5,31.3,30.0
"서천군","농업, 임업 및 어업 (A)",10.4,10.5,9.6
"서천군","광·제조업(B,C)",2.5,2.7,2.7
"서천군","건설업 (F) ",2.4,2.1,2.0
"서천군","도소매·음식숙박업(G,I)",4.2,4.0,3.9
"서천군","전기·운수·통신·금융(D,H,J,K)",1.6,1.6,1.5
"서천군","사업·개인·공공서비스 및 기타(E,L~U)",9.4,10.4,10.3
"청양군","계",21.7,21.9,21.6
"청양군","농업, 임업 및 어업 (A)",11.8,11.8,11.2
"청양군","광·제조업(B,C)",1.6,1.9,1.7
"청양군","건설업 (F) ",0.6,0.5,0.7
"청양군","도소매·음식숙박업(G,I)",2.2,2.1,2.3
"청양군","전기·운수·통신·금융(D,H,J,K)",1.0,1.1,1.0
"청양군","사업·개인·공공서비스 및 기타(E,L~U)",4.5,4.5,4.6
"홍성군","계",57.7,58.7,58.2
"홍성군","농업, 임업 및 어업 (A)",17.9,18.3,16.0
"홍성군","광·제조업(B,C)",6.4,6.5,6.8
"홍성군","건설업 (F) ",3.3,3.0,3.5
"홍성군","도소매·음식숙박업(G,I)",8.5,8.2,8.4
"홍성군","전기·운수·통신·금융(D,H,J,K)",3.0,3.3,2.7
"홍성군","사업·개인·공공서비스 및 기타(E,L~U)",18.5,19.4,20.7
"예산군","계",44.9,46.8,46.6
"예산군","농업, 임업 및 어업 (A)",17.1,18.0,17.7
"예산군","광·제조업(B,C)",5.5,5.2,5.0
"예산군","건설업 (F) ",3.1,3.3,3.4
"예산군","도소매·음식숙박업(G,I)",5.7,6.6,6.6
"예산군","전기·운수·통신·금융(D,H,J,K)",2.9,2.9,3.2
"예산군","사업·개인·공공서비스 및 기타(E,L~U)",10.6,10.6,10.6
"태안군","계",37.9,38.8,38.6
"태안군","농업, 임업 및 어업 (A)",16.1,16.3,16.5
"태안군","광·제조업(B,C)",1.4,1.3,1.3
"태안군","건설업 (F) ",2.0,1.8,1.8
"태안군","도소매·음식숙박업(G,I)",6.6,6.9,6.8
"태안군","전기·운수·통신·금융(D,H,J,K)",2.4,2.4,2.1
"태안군","사업·개인·공공서비스 및 기타(E,L~U)",9.5,10.1,10.1
"전주시","계",331.7,345.8,345.6
"전주시","농업, 임업 및 어업 (A)",9.6,11.1,14.2
"전주시","광·제조업(B,C)",34.9,34.2,34.7
"전주시","건설업 (F) ",38.6,39.1,35.5
"전주시","도소매·음식숙박업(G,I)",69.1,76.5,70.6
"전주시","전기·운수·통신·금융(D,H,J,K)",36.1,34.2,33.9
"전주시","사업·개인·공공서비스 및 기타(E,L~U)",143.5,150.7,156.7
"군산시","계",128.2,130.1,128.4
"군산시","농업, 임업 및 어업 (A)",9.5,10.9,10.3
"군산시","광·제조업(B,C)",21.0,21.3,21.3
"군산시","건설업 (F) ",11.0,10.8,10.6
"군산시","도소매·음식숙박업(G,I)",22.4,24.1,22.9
"군산시","전기·운수·통신·금융(D,H,J,K)",13.9,13.7,14.2
"군산시","사업·개인·공공서비스 및 기타(E,L~U)",50.3,49.3,49.2
"익산시","계",139.1,144.4,141.8
"익산시","농업, 임업 및 어업 (A)",16.6,19.1,16.6
"익산시","광·제조업(B,C)",27.5,25.9,26.3
"익산시","건설업 (F) ",10.0,9.4,9.0
"익산시","도소매·음식숙박업(G,I)",21.7,25.2,21.6
"익산시","전기·운수·통신·금융(D,H,J,K)",15.0,13.6,14.6
"익산시","사업·개인·공공서비스 및 기타(E,L~U)",48.2,51.2,53.6
"정읍시","계",59.5,58.9,59.4
"정읍시","농업, 임업 및 어업 (A)",19.0,19.2,19.1
"정읍시","광·제조업(B,C)",8.8,8.1,7.8
"정읍시","건설업 (F) ",3.7,3.9,4.0
"정읍시","도소매·음식숙박업(G,I)",7.2,6.6,7.0
"정읍시","전기·운수·통신·금융(D,H,J,K)",3.2,3.6,3.5
"정읍시","사업·개인·공공서비스 및 기타(E,L~U)",17.6,17.5,17.9
"남원시","계",45.3,44.3,45.7
"남원시","농업, 임업 및 어업 (A)",14.9,13.4,13.9
"남원시","광·제조업(B,C)",3.4,3.2,3.3
"남원시","건설업 (F) ",3.0,3.0,3.2
"남원시","도소매·음식숙박업(G,I)",5.8,6.1,6.3
"남원시","전기·운수·통신·금융(D,H,J,K)",3.4,3.2,2.9
"남원시","사업·개인·공공서비스 및 기타(E,L~U)",14.7,15.3,16.2
"김제시","계",44.1,44.8,45.2
"김제시","농업, 임업 및 어업 (A)",14.5,14.7,15.4
"김제시","광·제조업(B,C)",4.2,3.8,3.9
"김제시","건설업 (F) ",2.5,2.6,2.2
"김제시","도소매·음식숙박업(G,I)",5.4,5.3,5.1
"김제시","전기·운수·통신·금융(D,H,J,K)",2.3,2.4,2.3
"김제시","사업·개인·공공서비스 및 기타(E,L~U)",15.3,16.0,16.3
"완주군","계",51.1,51.4,51.2
"완주군","농업, 임업 및 어업 (A)",15.0,15.3,14.4
"완주군","광·제조업(B,C)",8.6,8.9,9.0
"완주군","건설업 (F) ",3.5,3.4,2.9
"완주군","도소매·음식숙박업(G,I)",7.2,6.6,6.5
"완주군","전기·운수·통신·금융(D,H,J,K)",3.2,3.2,3.4
"완주군","사업·개인·공공서비스 및 기타(E,L~U)",13.7,13.9,15.0
"진안군","계",14.4,14.5,14.6
"진안군","농업, 임업 및 어업 (A)",6.3,5.9,6.0
"진안군","광·제조업(B,C)",0.8,0.9,0.9
"진안군","건설업 (F) ",0.7,0.5,0.6
"진안군","도소매·음식숙박업(G,I)",1.4,1.5,1.5
"진안군","전기·운수·통신·금융(D,H,J,K)",0.6,0.6,0.6
"진안군","사업·개인·공공서비스 및 기타(E,L~U)",4.7,5.1,5.0
"무주군","계",14.9,14.8,14.9
"무주군","농업, 임업 및 어업 (A)",5.6,5.4,5.4
"무주군","광·제조업(B,C)",0.6,0.6,0.6
"무주군","건설업 (F) ",0.6,0.6,0.6
"무주군","도소매·음식숙박업(G,I)",2.1,2.2,2.2
"무주군","전기·운수·통신·금융(D,H,J,K)",0.7,0.7,0.7
"무주군","사업·개인·공공서비스 및 기타(E,L~U)",5.3,5.4,5.4
"장수군","계",14.5,14.5,14.6
"장수군","농업, 임업 및 어업 (A)",5.6,5.8,5.7
"장수군","광·제조업(B,C)",0.7,0.7,0.7
"장수군","건설업 (F) ",0.6,0.5,0.5
"장수군","도소매·음식숙박업(G,I)",1.4,1.4,1.4
"장수군","전기·운수·통신·금융(D,H,J,K)",0.5,0.5,0.6
"장수군","사업·개인·공공서비스 및 기타(E,L~U)",5.7,5.6,5.8
"임실군","계",15.5,16.0,15.4
"임실군","농업, 임업 및 어업 (A)",7.7,7.7,6.9
"임실군","광·제조업(B,C)",0.9,0.8,1.0
"임실군","건설업 (F) ",0.6,0.7,0.5
"임실군","도소매·음식숙박업(G,I)",1.8,1.9,1.8
"임실군","전기·운수·통신·금융(D,H,J,K)",0.5,0.5,0.5
"임실군","사업·개인·공공서비스 및 기타(E,L~U)",4.1,4.4,4.7
"순창군","계",15.5,15.9,16.0
"순창군","농업, 임업 및 어업 (A)",8.1,8.7,9.0
"순창군","광·제조업(B,C)",0.9,0.9,1.0
"순창군","건설업 (F) ",0.8,0.8,0.7
"순창군","도소매·음식숙박업(G,I)",1.1,1.0,0.8
"순창군","전기·운수·통신·금융(D,H,J,K)",0.6,0.5,0.5
"순창군","사업·개인·공공서비스 및 기타(E,L~U)",4.1,4.0,4.0
"고창군","계",30.8,31.0,31.4
"고창군","농업, 임업 및 어업 (A)",18.2,17.6,18.1
"고창군","광·제조업(B,C)",1.6,1.5,1.4
"고창군","건설업 (F) ",1.1,1.3,1.4
"고창군","도소매·음식숙박업(G,I)",2.1,2.3,2.4
"고창군","전기·운수·통신·금융(D,H,J,K)",1.1,1.0,1.0
"고창군","사업·개인·공공서비스 및 기타(E,L~U)",6.6,7.3,7.1
"부안군","계",30.0,29.8,29.9
"부안군","농업, 임업 및 어업 (A)",13.0,12.6,12.4
"부안군","광·제조업(B,C)",2.1,2.1,2.0
"부안군","건설업 (F) ",1.2,1.4,1.2
"부안군","도소매·음식숙박업(G,I)",5.2,5.1,5.2
"부안군","전기·운수·통신·금융(D,H,J,K)",1.4,1.4,1.4
"부안군","사업·개인·공공서비스 및 기타(E,L~U)",7.1,7.2,7.7
"목포시","계",107.7,109.0,111.1
"목포시","농업, 임업 및 어업 (A)",4.6,4.9,4.9
"목포시","광·제조업(B,C)",14.6,14.8,15.3
"목포시","건설업 (F) ",7.7,8.0,8.8
"목포시","도소매·음식숙박업(G,I)",25.8,25.0,25.7
"목포시","전기·운수·통신·금융(D,H,J,K)",11.3,11.4,12.0
"목포시","사업·개인·공공서비스 및 기타(E,L~U)",43.7,44.9,44.6
"여수시","계",144.6,146.9,147.4
"여수시","농업, 임업 및 어업 (A)",20.0,20.2,21.0
"여수시","광·제조업(B,C)",17.5,17.6,19.2
"여수시","건설업 (F) ",19.7,18.5,17.6
"여수시","도소매·음식숙박업(G,I)",24.5,26.3,26.3
"여수시","전기·운수·통신·금융(D,H,J,K)",13.2,13.0,13.1
"여수시","사업·개인·공공서비스 및 기타(E,L~U)",49.7,51.3,50.1
"순천시","계",141.3,145.9,144.4
"순천시","농업, 임업 및 어업 (A)",12.7,13.8,14.4
"순천시","광·제조업(B,C)",14.8,14.3,14.9
"순천시","건설업 (F) ",13.0,13.5,12.5
"순천시","도소매·음식숙박업(G,I)",27.9,27.0,27.5
"순천시","전기·운수·통신·금융(D,H,J,K)",15.0,15.8,15.3
"순천시","사업·개인·공공서비스 및 기타(E,L~U)",58.0,61.5,59.8
"나주시","계",64.7,66.2,64.6
"나주시","농업, 임업 및 어업 (A)",20.1,19.1,19.4
"나주시","광·제조업(B,C)",6.5,7.5,7.3
"나주시","건설업 (F) ",4.2,4.2,4.2
"나주시","도소매·음식숙박업(G,I)",8.4,9.2,7.8
"나주시","전기·운수·통신·금융(D,H,J,K)",5.1,4.8,4.9
"나주시","사업·개인·공공서비스 및 기타(E,L~U)",20.4,21.4,20.9
"광양시","계",79.3,79.9,81.7
"광양시","농업, 임업 및 어업 (A)",8.4,9.1,8.9
"광양시","광·제조업(B,C)",15.8,15.7,16.5
"광양시","건설업 (F) ",10.5,9.2,10.0
"광양시","도소매·음식숙박업(G,I)",11.1,11.9,11.7
"광양시","전기·운수·통신·금융(D,H,J,K)",8.1,9.3,9.5
"광양시","사업·개인·공공서비스 및 기타(E,L~U)",25.4,24.7,25.1
"담양군","계",25.3,26.7,25.5
"담양군","농업, 임업 및 어업 (A)",10.8,11.9,10.6
"담양군","광·제조업(B,C)",1.8,2.1,2.0
"담양군","건설업 (F) ",1.7,1.6,1.3
"담양군","도소매·음식숙박업(G,I)",3.9,3.8,3.8
"담양군","전기·운수·통신·금융(D,H,J,K)",1.5,1.6,1.6
"담양군","사업·개인·공공서비스 및 기타(E,L~U)",5.7,5.7,6.3
"곡성군","계",16.5,16.7,17.1
"곡성군","농업, 임업 및 어업 (A)",8.1,8.1,8.3
"곡성군","광·제조업(B,C)",0.8,0.8,0.9
"곡성군","건설업 (F) ",0.8,0.7,0.7
"곡성군","도소매·음식숙박업(G,I)",1.7,1.8,1.8
"곡성군","전기·운수·통신·금융(D,H,J,K)",0.5,0.6,0.5
"곡성군","사업·개인·공공서비스 및 기타(E,L~U)",4.5,4.8,4.9
"구례군","계",14.2,14.2,13.9
"구례군","농업, 임업 및 어업 (A)",6.0,5.8,5.7
"구례군","광·제조업(B,C)",0.6,0.7,0.6
"구례군","건설업 (F) ",0.7,0.7,0.6
"구례군","도소매·음식숙박업(G,I)",2.0,2.1,2.2
"구례군","전기·운수·통신·금융(D,H,J,K)",0.7,0.7,0.6
"구례군","사업·개인·공공서비스 및 기타(E,L~U)",4.1,4.2,4.1
"고흥군","계",39.6,39.4,39.7
"고흥군","농업, 임업 및 어업 (A)",22.4,22.2,22.7
"고흥군","광·제조업(B,C)",1.8,1.8,2.0
"고흥군","건설업 (F) ",1.5,1.3,1.5
"고흥군","도소매·음식숙박업(G,I)",4.1,4.3,4.3
"고흥군","전기·운수·통신·금융(D,H,J,K)",1.7,1.6,1.4
"고흥군","사업·개인·공공서비스 및 기타(E,L~U)",8.0,8.1,7.9
"보성군","계",23.1,23.5,23.4
"보성군","농업, 임업 및 어업 (A)",10.8,10.9,10.7
"보성군","광·제조업(B,C)",1.4,1.0,0.9
"보성군","건설업 (F) ",1.2,1.1,1.2
"보성군","도소매·음식숙박업(G,I)",3.5,3.9,3.6
"보성군","전기·운수·통신·금융(D,H,J,K)",1.1,1.0,1.1
"보성군","사업·개인·공공서비스 및 기타(E,L~U)",5.2,5.6,6.0
"화순군","계",32.6,33.4,34.7
"화순군","농업, 임업 및 어업 (A)",5.9,6.4,6.3
"화순군","광·제조업(B,C)",3.1,3.0,3.3
"화순군","건설업 (F) ",3.1,2.7,3.4
"화순군","도소매·음식숙박업(G,I)",4.2,4.2,3.6
"화순군","전기·운수·통신·금융(D,H,J,K)",1.4,1.8,2.0
"화순군","사업·개인·공공서비스 및 기타(E,L~U)",14.8,15.4,15.9
"장흥군","계",21.5,21.5,21.2
"장흥군","농업, 임업 및 어업 (A)",9.5,8.9,8.4
"장흥군","광·제조업(B,C)",0.9,1.1,1.2
"장흥군","건설업 (F) ",1.1,1.1,1.0
"장흥군","도소매·음식숙박업(G,I)",2.8,2.9,2.9
"장흥군","전기·운수·통신·금융(D,H,J,K)",0.9,0.9,1.0
"장흥군","사업·개인·공공서비스 및 기타(E,L~U)",6.4,6.6,6.7
"강진군","계",19.3,19.3,19.0
"강진군","농업, 임업 및 어업 (A)",8.2,7.5,7.2
"강진군","광·제조업(B,C)",1.2,1.1,0.9
"강진군","건설업 (F) ",1.0,1.1,1.3
"강진군","도소매·음식숙박업(G,I)",2.1,2.4,2.1
"강진군","전기·운수·통신·금융(D,H,J,K)",1.0,0.8,0.8
"강진군","사업·개인·공공서비스 및 기타(E,L~U)",5.8,6.3,6.6
"해남군","계",40.4,40.6,40.7
"해남군","농업, 임업 및 어업 (A)",20.3,20.6,20.4
"해남군","광·제조업(B,C)",1.6,1.7,1.4
"해남군","건설업 (F) ",1.8,1.8,1.7
"해남군","도소매·음식숙박업(G,I)",5.7,5.7,6.5
"해남군","전기·운수·통신·금융(D,H,J,K)",1.7,1.4,1.4
"해남군","사업·개인·공공서비스 및 기타(E,L~U)",9.2,9.3,9.2
"영암군","계",34.1,34.7,35.1
"영암군","농업, 임업 및 어업 (A)",11.1,11.4,11.9
"영암군","광·제조업(B,C)",7.6,7.4,7.6
"영암군","건설업 (F) ",1.3,1.4,1.6
"영암군","도소매·음식숙박업(G,I)",4.1,4.4,4.0
"영암군","전기·운수·통신·금융(D,H,J,K)",2.0,1.7,1.7
"영암군","사업·개인·공공서비스 및 기타(E,L~U)",8.0,8.5,8.4
"무안군","계",44.4,45.3,48.3
"무안군","농업, 임업 및 어업 (A)",14.5,14.1,15.4
"무안군","광·제조업(B,C)",5.2,5.7,6.1
"무안군","건설업 (F) ",1.0,1.5,2.0
"무안군","도소매·음식숙박업(G,I)",5.0,4.5,5.4
"무안군","전기·운수·통신·금융(D,H,J,K)",2.9,3.6,2.5
"무안군","사업·개인·공공서비스 및 기타(E,L~U)",15.8,15.9,16.9
"함평군","계",18.0,18.2,18.4
"함평군","농업, 임업 및 어업 (A)",9.9,10.0,10.1
"함평군","광·제조업(B,C)",1.2,1.2,1.1
"함평군","건설업 (F) ",0.4,0.5,0.5
"함평군","도소매·음식숙박업(G,I)",1.9,1.9,2.0
"함평군","전기·운수·통신·금융(D,H,J,K)",0.9,0.7,0.7
"함평군","사업·개인·공공서비스 및 기타(E,L~U)",3.8,3.9,4.0
"영광군","계",28.6,28.7,28.2
"영광군","농업, 임업 및 어업 (A)",10.4,10.6,9.7
"영광군","광·제조업(B,C)",2.6,2.7,3.2
"영광군","건설업 (F) ",1.5,1.5,1.3
"영광군","도소매·음식숙박업(G,I)",3.7,3.6,3.5
"영광군","전기·운수·통신·금융(D,H,J,K)",2.3,2.4,2.2
"영광군","사업·개인·공공서비스 및 기타(E,L~U)",8.1,8.0,8.3
"장성군","계",23.4,22.9,22.7
"장성군","농업, 임업 및 어업 (A)",9.2,9.1,8.5
"장성군","광·제조업(B,C)",2.8,2.4,2.3
"장성군","건설업 (F) ",1.4,1.0,1.3
"장성군","도소매·음식숙박업(G,I)",3.7,3.2,3.1
"장성군","전기·운수·통신·금융(D,H,J,K)",1.0,1.3,1.2
"장성군","사업·개인·공공서비스 및 기타(E,L~U)",5.3,6.0,6.2
"완도군","계",27.4,26.8,27.0
"완도군","농업, 임업 및 어업 (A)",13.4,12.4,12.9
"완도군","광·제조업(B,C)",0.9,0.8,0.7
"완도군","건설업 (F) ",1.3,1.2,1.1
"완도군","도소매·음식숙박업(G,I)",3.5,3.6,3.7
"완도군","전기·운수·통신·금융(D,H,J,K)",2.0,2.1,2.0
"완도군","사업·개인·공공서비스 및 기타(E,L~U)",6.4,6.8,6.7
"진도군","계",18.5,18.3,18.7
"진도군","농업, 임업 및 어업 (A)",8.3,8.2,8.3
"진도군","광·제조업(B,C)",0.5,0.5,0.4
"진도군","건설업 (F) ",0.8,0.7,0.9
"진도군","도소매·음식숙박업(G,I)",2.6,2.6,2.4
"진도군","전기·운수·통신·금융(D,H,J,K)",0.7,0.7,0.8
"진도군","사업·개인·공공서비스 및 기타(E,L~U)",5.6,5.6,6.0
"신안군","계",22.7,22.8,22.9
"신안군","농업, 임업 및 어업 (A)",15.1,15.3,14.9
"신안군","광·제조업(B,C)",1.1,0.9,1.0
