"경남","금융 및 보험업(64~66)",3297,34682,24575422
"경남","부동산업(68)",13613,32320,10447721
"경남","전문, 과학 및 기술 서비스업(70~73)",9213,42961,4617865
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",9045,44898,3544737
"경남","공공행정, 국방 및 사회보장 행정(84)",1056,57130,11558409
"경남","교육 서비스업(85)",16036,98206,6459444
"경남","보건업 및 사회복지 서비스업(86~87)",9860,142572,9584084
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)",7963,22653,1532967
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",33185,57574,2967280
"제주","전체 산업",94001,318891,51655100
"제주","농업, 임업 및 어업(01~03)",759,3981,804585
"제주","광업(05~08)",11,191,25174
"제주","제조업(10~34)",3623,13851,2685605
"제주","전기, 가스, 증기 및 공기조절 공급업(35)",1088,2214,1904013
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",188,1459,330349
"제주","건설업(41~42)",9293,34111,4866517
"제주","도매 및 소매업(45~47)",22092,49822,12953181
"제주","운수 및 창고업(49~52)",7857,17701,1709694
"제주","숙박 및 음식점업(55~56)",22687,55453,3616544
"제주","정보통신업(58~63)",859,7000,1724992
"제주","금융 및 보험업(64~66)",848,9390,7344277
"제주","부동산업(68)",3979,8007,1952346
"제주","전문, 과학 및 기술 서비스업(70~73)",2586,10122,1069666
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",3045,14735,1481329
"제주","공공행정, 국방 및 사회보장 행정(84)",209,15385,3555900
"제주","교육 서비스업(85)",3486,21797,1715795
"제주","보건업 및 사회복지 서비스업(86~87)",2130,28335,1968643
"제주","예술, 스포츠 및 여가관련 서비스업(90~91)",2483,11723,1021944
"제주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",6778,13614,924546
