,sigungu,성별,연령별,2016 년,2017 년,2018 년,2019 년,2020 년
122,서구,여자,85 - 89세,924.5,951.5,960.0,989.0,1071.5
123,서구,여자,90 - 94세,306.0,329.5,370.0,401.5,414.5
124,서구,여자,95 - 99세,57.5,69.0,78.5,88.0,96.0
125,서구,여자,100세 이상,5.0,4.5,8.0,10.0,11.5
840,서구,남자,0 - 4세,2999.0,2674.5,2342.5,2050.5,1764.0
841,서구,남자,5 - 9세,2785.0,2691.0,2576.0,2426.0,2314.5
842,서구,남자,10 - 14세,3474.0,3119.5,2826.0,2571.0,2391.0
843,서구,남자,15 - 19세,5778.5,5182.0,4605.0,4091.5,3585.5
844,서구,남자,20 - 24세,8151.5,7586.5,6937.0,6218.5,5574.5
845,서구,남자,25 - 29세,7186.0,7135.0,7089.0,6825.0,6591.5
846,서구,남자,30 - 34세,6919.5,6098.0,5506.0,5178.0,4973.0
847,서구,남자,35 - 39세,6900.5,6586.0,6238.0,5700.5,5115.5
848,서구,남자,40 - 44세,7611.5,7021.5,6389.5,5782.0,5423.0
849,서구,남자,45 - 49세,8842.0,8464.5,7956.0,7413.0,6941.0
850,서구,남자,50 - 54세,9816.0,9309.5,8925.5,8528.0,8116.5
851,서구,남자,55 - 59세,9631.0,9769.0,9678.5,9363.5,9049.5
852,서구,남자,60 - 64세,7392.5,7602.5,7685.0,7842.5,8113.5
853,서구,남자,65 - 69세,5529.5,5742.5,5835.5,5841.5,5994.0
854,서구,남자,70 - 74세,3863.5,3779.5,3849.0,4030.0,4245.0
855,서구,남자,75 - 79세,2583.5,2846.5,3060.5,3079.5,3070.0
856,서구,남자,80 - 84세,1175.5,1310.0,1443.0,1592.0,1699.0
857,서구,남자,85 - 89세,306.0,355.0,398.0,453.0,544.5
858,서구,남자,90 - 94세,66.0,74.5,90.5,104.5,106.0
859,서구,남자,95 - 99세,10.0,11.0,12.5,14.0,14.5
860,서구,남자,100세 이상,1.0,1.0,1.0,0.5,0.0
861,서구,여자,0 - 4세,2875.0,2554.0,2237.0,1922.5,1585.0
862,서구,여자,5 - 9세,2774.5,2650.0,2528.5,2401.0,2275.0
863,서구,여자,10 - 14세,3065.0,2809.5,2627.0,2444.0,2349.5
864,서구,여자,15 - 19세,5057.0,4518.5,3985.5,3512.0,3077.0
865,서구,여자,20 - 24세,6514.5,6200.5,5806.0,5269.0,4767.5
866,서구,여자,25 - 29세,5556.0,5431.5,5370.5,5264.0,5146.0
867,서구,여자,30 - 34세,5678.0,4933.5,4250.5,3773.0,3521.5
868,서구,여자,35 - 39세,5729.0,5511.5,5272.5,4803.0,4247.0
869,서구,여자,40 - 44세,6467.5,5873.0,5286.0,4843.5,4602.0
870,서구,여자,45 - 49세,8583.0,8104.0,7456.0,6742.5,6131.0
871,서구,여자,50 - 54세,9728.5,9098.0,8744.0,8449.0,8014.5
872,서구,여자,55 - 59세,10209.0,10344.0,10214.5,9700.0,9205.0
873,서구,여자,60 - 64세,8535.5,8642.5,8544.5,8667.0,8884.0
874,서구,여자,65 - 69세,6156.0,6513.5,6710.0,6747.0,7091.5
875,서구,여자,70 - 74세,4826.0,4732.5,4821.0,4946.5,5131.5
876,서구,여자,75 - 79세,3824.5,4108.5,4350.5,4431.5,4362.5
877,서구,여자,80 - 84세,2275.5,2420.5,2575.5,2757.5,2934.0
878,서구,여자,85 - 89세,998.5,1105.5,1179.5,1258.5,1389.5
879,서구,여자,90 - 94세,333.0,370.0,407.5,443.0,477.5
880,서구,여자,95 - 99세,66.5,66.0,74.5,87.0,90.0
881,서구,여자,100세 이상,10.5,13.5,14.5,14.5,15.0
168,영도구,남자,0 - 4세,1717.5,1591.5,1444.5,1286.5,1099.5
169,영도구,남자,5 - 9세,1903.5,1852.5,1783.0,1712.5,1638.0
170,영도구,남자,10 - 14세,2146.5,1996.0,1903.0,1797.5,1746.0
171,영도구,남자,15 - 19세,3345.0,3091.0,2827.5,2557.0,2244.5
172,영도구,남자,20 - 24세,4265.5,3976.0,3684.0,3473.0,3293.5
173,영도구,남자,25 - 29세,3665.5,3633.0,3583.0,3459.5,3361.0
174,영도구,남자,30 - 34세,3811.5,3464.5,3150.5,2879.0,2674.0
175,영도구,남자,35 - 39세,4086.0,3980.5,3816.0,3561.0,3216.0
176,영도구,남자,40 - 44세,4653.0,4328.5,4010.0,3719.0,3540.5
177,영도구,남자,45 - 49세,5149.5,5034.5,4887.0,4723.5,4490.5
178,영도구,남자,50 - 54세,5196.0,5014.5,4927.5,4856.5,4809.5
179,영도구,남자,55 - 59세,6222.0,6102.0,5890.5,5576.0,5186.0
180,영도구,남자,60 - 64세,5325.5,5483.5,5611.5,5710.0,5714.0
181,영도구,남자,65 - 69세,4192.0,4261.5,4291.5,4332.5,4541.0
182,영도구,남자,70 - 74세,3167.0,3178.5,3249.5,3386.5,3539.0
183,영도구,남자,75 - 79세,2160.0,2369.5,2577.0,2639.0,2639.0
184,영도구,남자,80 - 84세,995.5,1082.0,1190.5,1347.0,1461.0
185,영도구,남자,85 - 89세,278.0,322.0,369.0,422.0,489.0
186,영도구,남자,90 - 94세,70.0,68.0,66.0,76.5,94.0
187,영도구,남자,95 - 99세,13.0,17.0,22.0,23.0,19.0
188,영도구,남자,100세 이상,2.5,2.5,1.5,2.0,2.5
189,영도구,여자,0 - 4세,1614.5,1491.5,1377.5,1269.5,1126.5
190,영도구,여자,5 - 9세,1863.0,1835.5,1746.0,1656.5,1566.0
191,영도구,여자,10 - 14세,2024.0,1884.5,1799.0,1710.0,1649.0
192,영도구,여자,15 - 19세,3063.0,2811.0,2544.0,2300.5,2047.0
193,영도구,여자,20 - 24세,3546.5,3411.5,3259.5,3070.5,2855.0
194,영도구,여자,25 - 29세,3006.5,2961.0,2868.0,2741.5,2663.0
195,영도구,여자,30 - 34세,3157.5,2826.0,2556.5,2330.5,2148.5
196,영도구,여자,35 - 39세,3612.5,3553.5,3435.5,3197.0,2890.5
197,영도구,여자,40 - 44세,4128.5,3875.0,3573.5,3334.0,3204.0
198,영도구,여자,45 - 49세,4693.0,4574.5,4413.0,4228.0,4018.0
199,영도구,여자,50 - 54세,5139.0,4715.5,4570.5,4537.5,4423.5
200,영도구,여자,55 - 59세,6449.5,6355.0,6077.0,5672.0,5247.5
201,영도구,여자,60 - 64세,5787.0,5913.0,5991.0,6094.0,6103.5
202,영도구,여자,65 - 69세,4778.5,4831.0,4833.0,4837.0,5073.5
203,영도구,여자,70 - 74세,4095.0,4046.5,4085.0,4193.5,4346.5
204,영도구,여자,75 - 79세,3293.5,3536.0,3725.0,3790.5,3719.5
205,영도구,여자,80 - 84세,1828.5,1983.5,2124.5,2285.0,2476.0
206,영도구,여자,85 - 89세,979.5,1011.0,1028.5,1062.5,1138.5
207,영도구,여자,90 - 94세,293.0,333.5,380.5,425.0,445.0
208,영도구,여자,95 - 99세,45.0,51.0,61.5,72.0,86.0
209,영도구,여자,100세 이상,10.0,11.5,15.5,18.0,18.0
882,남구,남자,0 - 4세,2355.5,2086.5,1869.0,1736.5,1620.5
883,남구,남자,5 - 9세,2376.0,2267.0,2142.0,2079.0,2037.5
884,남구,남자,10 - 14세,2689.5,2533.0,2397.5,2274.5,2176.0
885,남구,남자,15 - 19세,4058.0,3669.5,3382.5,3149.5,2907.0
886,남구,남자,20 - 24세,5788.0,5585.5,5298.5,4914.0,4587.5
887,남구,남자,25 - 29세,5300.5,5329.5,5405.5,5498.5,5631.5
888,남구,남자,30 - 34세,5557.5,5009.5,4606.5,4456.5,4459.0
889,남구,남자,35 - 39세,5444.5,5244.0,5070.5,4856.5,4564.0
890,남구,남자,40 - 44세,5779.0,5337.5,4943.5,4650.0,4598.0
891,남구,남자,45 - 49세,6321.0,6298.0,6143.5,5926.0,5627.5
892,남구,남자,50 - 54세,6060.5,5808.0,5800.0,5906.0,5977.0
893,남구,남자,55 - 59세,6626.0,6644.0,6527.0,6252.5,5982.5
894,남구,남자,60 - 64세,5565.5,5675.5,5785.5,5951.0,6010.0
895,남구,남자,65 - 69세,4294.5,4428.5,4472.0,4475.0,4667.0
896,남구,남자,70 - 74세,3274.0,3171.0,3211.5,3350.5,3521.5
897,남구,남자,75 - 79세,2467.0,2687.5,2873.0,2894.5,2803.0
898,남구,남자,80 - 84세,1409.0,1476.0,1543.5,1659.5,1743.0
899,남구,남자,85 - 89세,457.5,521.5,586.5,657.5,749.0
900,남구,남자,90 - 94세,91.5,108.5,139.0,160.0,168.5
901,남구,남자,95 - 99세,15.5,17.5,18.0,20.5,24.5
902,남구,남자,100세 이상,0.5,1.5,2.5,3.0,1.5
903,남구,여자,0 - 4세,2266.0,2028.5,1807.5,1640.5,1494.0
904,남구,여자,5 - 9세,2143.0,2075.5,2003.0,1929.5,1884.0
905,남구,여자,10 - 14세,2377.0,2257.5,2177.0,2065.5,2000.5
906,남구,여자,15 - 19세,3724.5,3411.5,3165.5,2906.0,2599.5
907,남구,여자,20 - 24세,5017.0,4908.0,4858.0,4795.5,4778.5
908,남구,여자,25 - 29세,4632.5,4663.0,4801.5,4940.5,5177.5
909,남구,여자,30 - 34세,5163.5,4490.5,3993.0,3824.0,3795.0
910,남구,여자,35 - 39세,5213.0,5102.5,4964.0,4748.0,4450.0
911,남구,여자,40 - 44세,5541.0,5167.5,4847.0,4615.0,4503.0
912,남구,여자,45 - 49세,6221.0,6165.0,6019.5,5829.0,5581.0
913,남구,여자,50 - 54세,6653.5,6263.5,6186.0,6133.0,6044.0
914,남구,여자,55 - 59세,7614.5,7543.0,7358.5,7060.0,6691.5
915,남구,여자,60 - 64세,6498.5,6594.5,6646.0,6837.5,6977.5
916,남구,여자,65 - 69세,5199.5,5361.0,5446.5,5444.0,5627.5
917,남구,여자,70 - 74세,4334.0,4215.0,4256.5,4406.5,4565.0
918,남구,여자,75 - 79세,3652.0,3824.0,4019.5,4068.5,3977.0
919,남구,여자,80 - 84세,2374.0,2484.0,2639.0,2791.0,2897.5
920,남구,여자,85 - 89세,1136.0,1256.0,1352.0,1459.0,1572.5
921,남구,여자,90 - 94세,349.5,373.0,420.0,479.5,538.0
922,남구,여자,95 - 99세,74.0,79.0,89.5,97.5,103.5
923,남구,여자,100세 이상,7.5,7.5,9.5,11.5,11.0
1512,강화군,남자,0 - 4세,793.5,765.0,733.5,727.0,744.0
1513,강화군,남자,5 - 9세,1080.5,1084.0,1056.5,1007.5,987.5
1514,강화군,남자,10 - 14세,1162.0,1163.5,1144.0,1139.5,1161.5
1515,강화군,남자,15 - 19세,1619.5,1522.0,1429.0,1344.5,1250.5
1516,강화군,남자,20 - 24세,1839.0,1820.0,1767.5,1677.5,1584.5
1517,강화군,남자,25 - 29세,1571.5,1584.0,1589.5,1595.0,1550.5
1518,강화군,남자,30 - 34세,1451.5,1386.5,1308.5,1251.0,1268.5
1519,강화군,남자,35 - 39세,1676.5,1681.5,1669.5,1640.0,1554.0
1520,강화군,남자,40 - 44세,2160.0,2068.5,1971.0,1850.5,1791.5
1521,강화군,남자,45 - 49세,2444.0,2508.0,2531.0,2519.0,2441.5
1522,강화군,남자,50 - 54세,2928.5,2798.0,2759.0,2764.0,2720.0
1523,강화군,남자,55 - 59세,3539.0,3632.5,3630.0,3529.5,3431.5
1524,강화군,남자,60 - 64세,2999.0,3261.0,3457.5,3701.5,3898.5
1525,강화군,남자,65 - 69세,2628.0,2619.5,2690.5,2765.5,2958.0
1526,강화군,남자,70 - 74세,2289.0,2339.5,2417.0,2513.5,2623.5
1527,강화군,남자,75 - 79세,1908.0,1996.0,2080.0,2100.0,2072.0
1528,강화군,남자,80 - 84세,1155.5,1258.0,1367.5,1451.0,1492.5
1529,강화군,남자,85 - 89세,392.0,441.0,491.5,569.5,666.0
1530,강화군,남자,90 - 94세,122.0,123.5,136.5,144.0,146.0
1531,강화군,남자,95 - 99세,26.0,31.0,36.5,42.0,43.5
1532,강화군,남자,100세 이상,3.0,4.0,5.5,6.5,4.0
1533,강화군,여자,0 - 4세,785.0,760.0,709.0,683.5,683.0
1534,강화군,여자,5 - 9세,1024.0,1022.0,988.5,943.5,912.0
1535,강화군,여자,10 - 14세,1152.0,1127.0,1115.0,1101.0,1086.5
1536,강화군,여자,15 - 19세,1413.0,1360.0,1304.0,1250.0,1191.0
1537,강화군,여자,20 - 24세,1409.5,1389.0,1348.0,1267.0,1210.0
1538,강화군,여자,25 - 29세,1128.5,1167.0,1186.5,1152.5,1116.5
1539,강화군,여자,30 - 34세,1210.5,1126.5,1076.5,1081.0,1081.0
1540,강화군,여자,35 - 39세,1452.0,1461.0,1474.5,1473.0,1448.5
1541,강화군,여자,40 - 44세,1745.5,1704.0,1624.5,1568.5,1579.5
1542,강화군,여자,45 - 49세,2154.0,2122.0,2091.5,2045.0,1959.0
1543,강화군,여자,50 - 54세,2691.0,2540.5,2514.5,2543.5,2501.5
1544,강화군,여자,55 - 59세,3505.0,3644.0,3680.5,3552.5,3386.5
1545,강화군,여자,60 - 64세,3073.5,3283.5,3483.0,3704.0,3896.0
1546,강화군,여자,65 - 69세,2706.5,2666.0,2707.5,2793.0,2987.5
1547,강화군,여자,70 - 74세,2618.5,2628.0,2667.5,2709.0,2752.0
1548,강화군,여자,75 - 79세,2341.0,2450.0,2555.0,2575.5,2552.0
1549,강화군,여자,80 - 84세,1787.5,1889.0,1931.0,2003.5,2055.0
1550,강화군,여자,85 - 89세,896.5,974.0,1087.0,1174.5,1278.0
1551,강화군,여자,90 - 94세,385.5,397.5,407.5,440.5,467.0
1552,강화군,여자,95 - 99세,79.5,87.0,90.5,96.5,117.5
1553,강화군,여자,100세 이상,10.5,12.5,13.0,13.5,12.5
1554,옹진군,남자,0 - 4세,318.5,306.0,288.5,264.5,243.5
1555,옹진군,남자,5 - 9세,322.5,321.0,310.5,286.5,259.0
1556,옹진군,남자,10 - 14세,315.5,297.0,279.0,270.0,265.0
1557,옹진군,남자,15 - 19세,429.5,434.5,401.0,368.5,345.0
1558,옹진군,남자,20 - 24세,1178.5,1156.5,1117.0,1073.0,1062.5
1559,옹진군,남자,25 - 29세,961.5,986.0,981.5,949.5,922.0
1560,옹진군,남자,30 - 34세,672.0,683.0,663.0,649.5,619.0
1561,옹진군,남자,35 - 39세,735.0,764.5,749.5,665.5,590.0
1562,옹진군,남자,40 - 44세,857.0,819.5,772.5,735.5,700.0
